1	-0.99692264	0.471096468	-0.847099865	0.402892384	-0.845818911	0.381527932	-0.751950281	0.317745244	-0.736013361	0.287917113	-0.717428586
-0.99692264	1	-0.469646735	0.849714743	-0.401652539	0.848429835	-0.380353833	0.754271445	-0.316767428	0.738285331	-0.287031089	0.719643187
0.471096468	-0.469646735	1	-0.862050718	0.855222679	-0.860747156	0.809872197	-0.765221795	0.674480209	-0.749003597	0.611163811	-0.730090811
-0.847099865	0.849714743	-0.862050718	1	-0.737245325	0.998487836	-0.698150909	0.887676072	-0.581436149	0.868862565	-0.526854202	0.846923268
0.402892384	-0.401652539	0.855222679	-0.737245325	1	-0.750587499	0.946972311	-0.667287611	0.78866034	-0.653145042	0.714625356	-0.636652742
-0.845818911	0.848429835	-0.860747156	0.998487836	-0.750587499	1	-0.710785579	0.889020417	-0.591958593	0.870178417	-0.536388859	0.848205895
0.381527932	-0.380353833	0.809872197	-0.698150909	0.946972311	-0.710785579	1	-0.485720534	0.832823021	-0.475426118	0.754642293	-0.463421326
-0.751950281	0.754271445	-0.765221795	0.887676072	-0.667287611	0.889020417	-0.485720534	1	-0.404519242	0.978805887	-0.366545258	0.954090456
0.317745244	-0.316767428	0.674480209	-0.581436149	0.78866034	-0.591958593	0.832823021	-0.404519242	1	-0.284960531	0.90612564	-0.277765108
-0.736013361	0.738285331	-0.749003597	0.868862565	-0.653145042	0.870178417	-0.475426118	0.978805887	-0.284960531	1	-0.258210044	0.974749406
0.287917113	-0.287031089	0.611163811	-0.526854202	0.714625356	-0.536388859	0.754642293	-0.366545258	0.90612564	-0.258210044	1	-0.344542468
-0.717428586	0.719643187	-0.730090811	0.846923268	-0.636652742	0.848205895	-0.463421326	0.954090456	-0.277765108	0.974749406	-0.344542468	1
